sentence,label
replacement parts use garda ok feel bhayo,neutral
delivery time satisfied cha tara problem cha,negative
repair cost ma professional experience bhayo,positive
Yo repair service ko barema thik jasto,neutral
malai yo place okay lagyo,neutral
tyre condition lajawab cha tara annoyed cha,negative
malai maintenance service thik lagyo,neutral
Payment system ko quality duplicate cha,negative
engine repair fake thiena,positive
tyre condition lastai ok cha,neutral
ma yo spare parts bata ramro bhayo,positive
complaint handling kharab cha,negative
replacement parts ko barema value for money,positive
service cost ko barema paisa khera,negative
ma billing system bata oil change,neutral
ma tyre condition bata damage bhayo,negative
tyre condition ko barema not recommended,negative
billing system pathetic cha,negative
parts quality ko quality samanya cha,neutral
brake system ok cha,neutral
"engine repair mast pani cha, disappointed pani cha",neutral
yo servicing ekdam majja chha,positive
"complaint handling ma fast cha, jhyau pani cha",neutral
delivery time ramro bhayena,negative
Mero experience use garda terrible feel bhayo,negative
yo thau ko barema top quality,positive
yo place pathetic cha tara reasonable cha,positive
malai repair time asal lagyo,positive
yo garage lastai ramaro chha,positive
malai engine kaam samanya lagyo,neutral
yo workshop ma thikkai experience bhayo,neutral
yo mechanic ma late experience bhayo,negative
"ENGINE CONDITION MA FAST CHA, THAG PANI CHA",neutral
"staff haru imandar pani cha, naramro pani cha",neutral
yo workshop ma never again,negative
mero bike condition thik bhayo,positive
yo bill quick cha tara bakbas cha,negative
yo mechanic shop ko barema engine bigriyo,negative
maintenance service ma expensive experience bhayo,negative
yo technician delay cha tara safa cha,positive
"engine condition ma fast cha, useless pani cha",neutral
yo garage ma bad experience bhayo,negative
billing system ekdam safa cha,positive
phone response ko quality fraud cha,negative
battery service lastai normal cha,neutral
service cost bekar cha tara lajawab cha,positive
yo mechanic dai sasto chaina,negative
yo thau ko quality thik cha,neutral
yo bill lastai helpful cha,positive
yo thau ma thikai experience bhayo,neutral
parts quality ko quality damage cha,negative
yo servicing unprofessional chaina,positive
mero bike condition badhiya thiena,negative
worker haru bakwas thiena,positive
"tyre condition sipalu pani cha, thag pani cha",neutral
service cost pura quick chaina,negative
brake system ekdam dukha cha,negative
repair time chitto chaina,negative
repair cost lastai ok cha,neutral
malai car servicing recommend lagena,negative
repair cost pura safa chaina,negative
ma waiting time bata smooth cha,positive
service time ko barema so so,neutral
yo mechanic shop babbal chaina,negative
engine kaam khusi thiyo tara samasya bhayo,negative
malai bike servicing dukha lagyo,negative
yo workshop ko quality fake cha,negative
ma yo workshop bata on time,positive
ma parts replacement bata on time,positive
ENGINE REPAIR DHANYABAD CHA,positive
engine kaam ramaro thiyo tara risaune bhayo,negative
maintenance service ok cha,neutral
yo price use garda majja feel bhayo,positive
service time ma thag experience bhayo,negative
yo workshop ma fraud experience bhayo,negative
Yo bill use garda samanya feel bhayo,neutral
Parts quality jhutho chaina,positive
yo thau ko barema not recommended,negative
engine kaam ko barema thik bhayo,positive
"yo servicing ma best cha, angry pani cha",neutral
yo bill ma dhilo experience bhayo,negative
yo repair service majja cha,positive
yo mechanic dai lastai terrible cha,negative
Malai engine condition dhila lagena,positive
waiting time excellent chha tara nikamma cha,negative
payment system sifaris thiena,negative
yo charge ko quality naramo cha,negative
service time highly recommend,positive
parts replacement lastai average cha,neutral
yo repair service thik cha,neutral
complaint handling ko quality sifaris cha,positive
ma bike servicing bata on time,positive
service time ko quality satisfied cha,positive
repair time pathetic chha,negative
yo place use garda risaune feel bhayo,negative
yo mechanic shop highly recommend,positive
maintenance service happy bhaena,negative
"repair time ma honest cha, poor pani cha",neutral
brake system ko quality dhila chha,negative
tyre condition ko quality imandar cha,positive
yo servicing center ko quality fohor cha,negative
yo price ma jhanjhat experience bhayo,negative
yo place badhiya chha tara thag cha,negative
vehicle performance ekdam samasya cha,negative
delivery time ali thik,neutral
ma staff haru bata original parts,positive
overall experience mitho bhaena,negative
Yo price ma ramro bhayena,negative
yo servicing center ma ramro bhayena,negative
yo bill smooth cha,positive
engine kaam ma value for money,positive
bike servicing useless chaina,positive
repair cost ma thikai experience bhayo,neutral
overall experience ma hawa experience bhayo,negative
malai yo servicing sahi lagyo,positive
tyre condition ma safa experience bhayo,positive
malai service cost sahi lagyo,positive
service cost dherai thikkai lagyo,neutral
parts quality dherai smooth lagyo,positive
vehicle performance dherai thik lagyo,neutral
malai tyre condition faltu lagyo,negative
engine kaam ekdam perfect cha,positive
support team pura majja chaina,negative
ma yo price bata just okay,neutral
support team use garda average feel bhayo,neutral
service cost lastai thikkai cha,neutral
ma yo mechanic shop bata satisfied chaina,negative
MA CAR SERVICING BATA THIK BHAYO,positive
"billing system ma best cha, poor pani cha",neutral
engine kaam thikai cha,neutral
phone response ko barema kaam bhayo,neutral
service time thikai cha,neutral
complaint handling ma gajjab experience bhayo,positive
yo price ma samanya experience bhayo,neutral
Parts quality overpriced chha,negative
malai yo workshop delay lagena,positive
yo auto workshop pura bekar chaina,positive
car servicing ma use nagarnu,negative
parts quality use garda jhutho feel bhayo,negative
delivery time ko quality dhanyabad cha,positive
yo bill samanya cha,neutral
yo technician dhilo cha tara happy cha,positive
"engine kaam sasto pani cha, problem pani cha",neutral
Yo mechanic dherai thikai lagyo,neutral
customer service ma honest experience bhayo,positive
yo price best bhaena,negative
service time jabardast chaina,negative
yo price value for money,positive
"YO MECHANIC DAI MA SUNDAR CHA, FALTU PANI CHA",neutral
delivery time jhur thiena,positive
yo spare parts ko quality dhanyabad cha,positive
SERVICE COST DHERAI DISAPPOINTED LAGYO,negative
yo mechanic shop ma normal experience bhayo,neutral
engine repair late thiena,positive
yo auto workshop badhiya cha,positive
BILL AMOUNT USE GARDA JHYAU FEEL BHAYO,negative
ma yo auto workshop bata hidden charge,negative
yo price disappointed chaina,positive
"yo repair service genuine pani cha, mahango pani cha",neutral
overall experience ko quality duplicate cha,negative
parts replacement ma man parena,negative
bike servicing ma thikai experience bhayo,neutral
brake condition use garda samanya feel bhayo,neutral
payment system cheat thiyo tara jabardast bhayo,positive
billing system ekdam thikai cha,neutral
support team service bhayo,neutral
yo garage pura worsened chaina,positive
"complaint handling ma fast cha, worst pani cha",neutral
repair time luteko bhaena,positive
tyre condition use garda thik feel bhayo,neutral
customer service ekdam best cha,positive
COMPLAINT HANDLING DHERAI SANTUSTA LAGYO,positive
ma battery service bata avoid garnu,negative
malai support team luteko lagyo,negative
mero experience asal thiyo tara pathetic bhayo,negative
engine kaam ekdam thikkai cha,neutral
malai service time bhorosa lagena,negative
customer service use garda dukha feel bhayo,negative
billing system prasanna chaina,negative
YO TECHNICIAN IGNORED CHA,negative
yo technician ma sundar experience bhayo,positive
MA YO GARAGE BATA WORTH IT,positive
ma complaint handling bata hidden charge,negative
complaint handling ma smooth cha,positive
"vehicle performance ma safa cha, bekar pani cha",neutral
Yo charge lastai normal cha,neutral
mero car condition chitta bujhena,negative
mero car condition used parts,negative
yo servicing samasya cha,negative
Malai yo place professional lagena,negative
car servicing pura santusta chaina,negative
Car servicing unprofessional cha,negative
ma support team bata kaam adhuro,negative
MALAI SERVICE TIME SIPALU LAGYO,positive
bike servicing lastai delay cha,negative
yo technician ma value for money,positive
car servicing normal cha,neutral
"service time badhiya pani cha, thagi pani cha",neutral
YO MECHANIC KO QUALITY THIK CHA,neutral
ma car servicing bata man paryo,positive
ma yo bill bata worth it,positive
yo price ko barema engine bigriyo,negative
malai yo auto workshop thikai lagyo,neutral
parts replacement ko barema kaam adhuro,negative
MALAI MERO CAR CONDITION THIKKAI LAGYO,neutral
worker haru pura satisfied chaina,negative
yo servicing ma careless experience bhayo,negative
Engine condition ma thikai cha,neutral
service time ekdam normal cha,neutral
staff haru lastai worst cha,negative
"yo servicing reliable pani cha, phutyo pani cha",neutral
payment system no response,negative
yo mechanic kaam sakiyo,neutral
engine kaam ko quality average cha,neutral
engine condition ma used parts,negative
ma tyre condition bata ramro lagena,negative
overall experience chitta bujhyo,positive
"yo place ma bhorosilo cha, naramo pani cha",neutral
"BILL AMOUNT MA BABBAL CHA, IGNORED PANI CHA",neutral
customer service ko barema fake parts,negative
CAR SERVICING MAHENGO THIYO TARA EXCELLENT BHAYO,positive
phone response lastai babbal cha,positive
yo mechanic disappointed cha tara babbal cha,positive
yo mechanic shop okay cha,neutral
brake condition lastai thikkai cha,neutral
battery service bigriyo bhaena,positive
yo technician lastai average cha,neutral
service time fast thiyo tara kharab bhayo,negative
malai mero car condition friendly lagyo,positive
service cost lastai bekar chha,negative
malai yo place pathetic lagyo,negative
malai yo technician problem lagyo,negative
billing system lastai samanya cha,neutral
parts quality use garda best feel bhayo,positive
yo price ma santusta experience bhayo,positive
repair cost ma oil change,neutral
mero bike condition use garda okay feel bhayo,neutral
engine repair ma reasonable experience bhayo,positive
yo technician ko quality bigreko cha,negative
mero experience ma average experience bhayo,neutral
malai mero car condition hawa lagena,positive
parts replacement affordable cha,positive
yo mechanic dai expensive cha tara quick cha,positive
customer service use garda normal feel bhayo,neutral
parts quality ko barema feri aauchu,positive
engine kaam ma engine check,neutral
service cost ma sundar experience bhayo,positive
brake condition bigriyo chha tara sahi cha,positive
replacement parts ko barema so so,neutral
ma yo servicing bata just okay,neutral
yo place expensive cha,negative
malai bill amount great lagena,negative
malai brake system raamro lagena,negative
Repair cost use garda thikkai feel bhayo,neutral
PARTS REPLACEMENT MA THIK BHAYO,positive
yo technician dhilo cha,negative
parts replacement ko barema on time,positive
malai waiting time jhanjhat lagyo,negative
yo price dherai hawa lagyo,negative
"payment system ramaro pani cha, bad pani cha",neutral
yo place ko quality thikai cha,neutral
Yo auto workshop ko barema thikai cha,neutral
complaint handling great cha,positive
ma waiting time bata feri aauchu,positive
yo spare parts ekdam pathetic cha,negative
Yo garage satisfied thiyo tara pathetic bhayo,negative
bill amount rubbish chha tara sasto cha,positive
Yo price bhalo chha tara rubbish chha,negative
complaint handling dami cha tara faltu cha,negative
malai payment system nice lagyo,positive
complaint handling dherai prasanna lagyo,positive
yo spare parts ma original parts,positive
parts replacement ma ramro bhayo,positive
brake condition pura fohor chaina,positive
"engine condition ma safa cha, bakwas pani cha",neutral
Yo mechanic dai reasonable cha tara bad cha,negative
yo technician ko barema value for money,positive
engine kaam ko barema smooth cha,positive
parts quality ma thik garena,negative
repair cost quick chaina,negative
customer service professional cha tara worsened cha,negative
battery service ekdam overpriced cha,negative
complaint handling poor thiena,positive
yo mechanic late chaina,positive
malai yo price rubbish lagyo,negative
yo mechanic ma use nagarnu,negative
yo price use garda chitto feel bhayo,positive
support team samanya cha,neutral
vehicle performance smooth cha,positive
vehicle performance dherai sipalu lagyo,positive
yo price ekdam thagi cha,negative
"yo spare parts ma gajjab cha, naramo pani cha",neutral
parts quality dherai thikkai lagyo,neutral
engine repair adhuro thiyo tara good bhayo,positive
battery service use garda normal feel bhayo,neutral
bill amount use garda thik feel bhayo,neutral
billing system duplicate cha tara affordable cha,positive
yo thau faltu thiyo tara prasanna bhayo,positive
MA MERO CAR CONDITION BATA DUPLICATE PARTS,negative
"yo servicing center ma bhorosilo cha, jhanjhat pani cha",neutral
"repair time ma fast cha, adhuro pani cha",neutral
YO SERVICING USED PARTS,negative
parts replacement ko quality dukha cha,negative
yo price lastai great cha,positive
"Yo thau santusta pani cha, luteko pani chha",neutral
YO PRICE LASTAI AVERAGE CHHA,neutral
Engine condition lastai okay cha,neutral
replacement parts ma okay experience bhayo,neutral
malai car servicing average lagyo,neutral
vehicle performance dherai ramaro lagyo,positive
PARTS REPLACEMENT USE GARDA SAMANYA FEEL BHAYO,neutral
ma tyre condition bata top quality,positive
engine repair ko quality reliable cha,positive
yo garage use garda smooth feel bhayo,positive
payment system problem solve bhayo,positive
yo place lastai fraud cha,negative
ma service cost bata just okay,neutral
delivery time ekdam khera cha,negative
parts quality ma highly recommend,positive
yo charge ma thik jasto,neutral
yo mechanic shop average cha,neutral
waiting time dherai average lagyo,neutral
yo servicing ma just okay,neutral
yo bill overpriced thiena,positive
malai yo bill rude lagena,positive
engine repair service bhayo,neutral
engine kaam dhila cha,negative
"parts quality cheap pani cha, jhutho pani cha",neutral
"mero bike condition ma good cha, hawa pani cha",neutral
service time ramro bhayena,negative
waiting time bigriyo thiyo tara sahayogi bhayo,positive
battery service ma low quality,negative
parts replacement ekdam bad cha,negative
yo charge jabardast thiena,negative
parts quality bhalo thiena,negative
ma engine condition bata not recommended,negative
ma engine condition bata problem solve bhayo,positive
phone response ma genuine experience bhayo,positive
staff haru ekdam thikai cha,neutral
maintenance service ramaro chaina,negative
worker haru use garda fohor feel bhayo,negative
parts quality ko barema low quality,negative
yo spare parts ma thik bhayo,positive
yo mechanic shop ko quality bharpardo chha,positive
malai battery service affordable lagena,negative
yo mechanic dai use garda normal feel bhayo,neutral
mero experience ko barema thik bhayo,positive
waiting time mitho thiyo tara dhila bhayo,negative
"REPAIR TIME MA MAJJA CHA, PATHETIC PANI CHA",neutral
phone response bharpardo cha,positive
Mero car condition chitto bhaena,negative
yo bill problem thiena,positive
brake system ma ali thik,neutral
"bike servicing ma awesome cha, mahengo pani cha",neutral
yo workshop ko quality phutyo cha,negative
"bill amount ma satisfied cha, bekar pani cha",neutral
staff haru bhorosa thiyo tara poor bhayo,negative
yo technician dherai thik lagyo,neutral
yo repair service bhalo cha,positive
tyre condition ekdam ignored cha,negative
malai parts quality careless lagena,positive
battery service ma ramro experience bhayo,positive
yo garage bigriyo bhaena,positive
"tyre condition ma nice cha, overpriced pani cha",neutral
Customer service fake thiyo tara raamro bhayo,positive
yo thau ma phutyo experience bhayo,negative
payment system naramro thiyo tara imandar bhayo,positive
brake condition oil change,neutral
yo technician friendly thiyo tara bakwas bhayo,negative
malai yo mechanic shop fake lagena,positive
bike servicing ko barema highly recommend,positive
yo workshop lastai average cha,neutral
engine condition ma honest experience bhayo,positive
yo servicing center bhalo cha tara ignored cha,negative
"yo garage ma quality cha, worst pani cha",neutral
engine condition ko quality thikkai cha,neutral
malai repair time normal lagyo,neutral
"car servicing professional pani cha, terrible pani cha",neutral
yo servicing center lastai mahengo cha,negative
yo thau reasonable cha tara phutyo cha,negative
parts replacement lastai okay cha,neutral
complaint handling risaune thiyo tara mitho bhayo,positive
yo repair service ekdam honest cha,positive
malai mero bike condition imandar lagena,negative
"ENGINE REPAIR CHEAP PANI CHA, RUKSHA PANI CHHA",neutral
malai mero bike condition normal lagyo,neutral
repair cost ruksha cha tara imandar cha,positive
bill amount dhila thiena,positive
ma bill amount bata kaam bhayo,neutral
Malai customer service annoyed lagyo,negative
ma brake condition bata chitta bujhena,negative
malai yo mechanic shop mahengo lagyo,negative
yo bill ruksha cha tara great cha,positive
malai yo bill ok lagyo,neutral
phone response rude thiyo tara best bhayo,positive
yo charge use garda ok feel bhayo,neutral
Engine repair ekdam sifaris cha,positive
malai staff haru useless lagyo,negative
"yo technician affordable pani cha, fake pani cha",neutral
battery service ma asal experience bhayo,positive
yo spare parts kaam adhuro,negative
worker haru ma ramro bhayo,positive
yo servicing center on time,positive
tyre condition awful thiyo tara raamro bhayo,positive
BILL AMOUNT WORTH IT,positive
yo charge ignored thiena,positive
malai billing system lajawab lagyo,positive
overall experience pura delay chaina,positive
yo servicing ma top quality,positive
"bike servicing satisfied pani cha, jhutho pani cha",neutral
repair time bhorosa thiena,negative
ma engine repair bata damage bhayo,negative
payment system imandar cha tara hawa cha,negative
mero car condition dherai jhur lagyo,negative
engine condition thik bhayo,positive
car servicing bakbas bhaena,positive
yo servicing center ma not recommended,negative
yo workshop mast thiena,negative
yo mechanic dai use garda naraamro feel bhayo,negative
malai engine repair affordable lagyo,positive
yo auto workshop bakwas cha,negative
service time use garda recommend feel bhayo,positive
ma payment system bata no response,negative
yo mechanic dai ko quality okay cha,neutral
MALAI REPAIR COST NORMAL LAGYO,neutral
delivery time pura naraamro chaina,positive
delivery time ko quality raddi cha,negative
"phone response badhiya pani cha, slow pani cha",neutral
malai yo garage samanya lagyo,neutral
service time lastai good cha,positive
payment system ma on time,positive
malai mero car condition okay lagyo,neutral
yo charge ma same issue,negative
ma maintenance service bata original parts,positive
Repair time ko quality average cha,neutral
yo thau prasanna thiyo tara useless bhayo,negative
engine repair kaam bhayo,neutral
repair time ko quality ramro cha,positive
billing system no response,negative
"billing system ma professional cha, kharab pani chha",neutral
yo thau lastai excellent cha,positive
PARTS REPLACEMENT PROFESSIONAL THIYO TARA RADDI BHAYO,negative
"worker haru ma nice cha, samasya pani cha",neutral
yo technician dhilo chaina,positive
waiting time ko quality samanya chha,neutral
parts replacement worst cha,negative
complaint handling dherai thikkai lagyo,neutral
Repair cost ma engine bigriyo,negative
yo charge khera chaina,positive
payment system ma ramro lagena,negative
payment system thikai cha,neutral
malai support team ok lagyo,neutral
"Mero car condition badhiya pani cha, annoyed pani cha",neutral
yo thau cheat cha tara lajawab cha,positive
malai yo garage slow lagyo,negative
maintenance service ko quality sifaris cha,positive
"delivery time awesome pani cha, waste pani cha",neutral
parts replacement excellent cha tara phutyo cha,negative
brake condition ma thik garena,negative
mero experience ok cha,neutral
MA YO GARAGE BATA SMOOTH CHA,positive
brake system friendly thiyo tara awful bhayo,negative
YO MECHANIC DAI MA KAAM BHAYO,neutral
yo repair service feri aauchu,positive
malai yo technician cheap lagena,negative
MA ENGINE CONDITION BATA CHITTA BUJHENA,negative
yo garage ma nice experience bhayo,positive
vehicle performance ko barema engine check,neutral
yo place expensive cha tara friendly cha,positive
staff haru majja cha,positive
yo repair service ma kaam sakiyo,neutral
support team ekdam reasonable cha,positive
battery service dherai angry lagyo,negative
ma tyre condition bata extra charge,negative
complaint handling ko quality average cha,neutral
overall experience ekdam thik cha,neutral
yo servicing lastai ok cha,neutral
yo mechanic ma original parts,positive
maintenance service ma nikamma experience bhayo,negative
malai yo mechanic shop mast lagyo,positive
"customer service ma sundar cha, terrible pani cha",neutral
yo garage ko quality thikai cha,neutral
yo place ko quality samanya cha,neutral
yo thau thikai cha,neutral
engine condition ma ramro lagyo,positive
yo charge duplicate parts,negative
yo charge lastai okay cha,neutral
repair time ma thik jasto,neutral
yo place dherai samanya lagyo,neutral
MERO BIKE CONDITION PURA SMOOTH CHAINA,negative
bill amount ma disappointed experience bhayo,negative
phone response use garda average feel bhayo,neutral
yo servicing ko barema chitta bujhyo,positive
bill amount samanya cha,neutral
replacement parts ko quality naraamro cha,negative
MA BILL AMOUNT BATA ENGINE CHECK,neutral
"parts replacement ma jabardast cha, nikamma pani cha",neutral
maintenance service lastai mahango cha,negative
"mero experience ma sahyog cha, delay pani cha",neutral
yo mechanic shop thikai cha,neutral
yo repair service lastai samasya chha,negative
malai engine condition lajawab lagyo,positive
Malai battery service careless lagena,positive
malai phone response nice lagena,negative
tyre condition ma okay experience bhayo,neutral
REPLACEMENT PARTS KO QUALITY RISAUNE CHA,negative
malai service time average lagyo,neutral
overall experience thik cha,neutral
"phone response good pani cha, careless pani cha",neutral
ma brake condition bata ramro lagena,negative
overall experience lajawab thiyo tara bigriyo bhayo,negative
Service time pura quick chaina,negative
"yo workshop ma jabardast cha, faltu pani cha",neutral
engine kaam ma ghatiya experience bhayo,negative
parts quality ma just okay,neutral
BILL AMOUNT OVERPRICED CHA,negative
engine condition nice thiena,negative
ma brake system bata chitta bujhyo,positive
YO SERVICING ENGINE CHECK,neutral
mero experience nice cha,positive
mero bike condition dhilo chaina,positive
"battery service durable pani cha, jhanjhat pani cha",neutral
yo place use garda smooth feel bhayo,positive
"service time ma sahayogi cha, rubbish pani cha",neutral
yo servicing ko quality average cha,neutral
malai tyre condition thikai lagyo,neutral
repair time ma low quality,negative
bill amount ekdam nice cha,positive
billing system ekdam honest cha,positive
MA PARTS QUALITY BATA KAAM SAKIYO,neutral
yo charge lastai average cha,neutral
parts replacement dherai thikkai lagyo,neutral
ma replacement parts bata use nagarnu,negative
ma replacement parts bata feri aauchu,positive
"overall experience dhanyabad pani cha, mahango pani cha",neutral
overall experience ma so so,neutral
yo thau ma ok experience bhayo,neutral
yo servicing smooth thiena,negative
yo spare parts ma affordable experience bhayo,positive
yo place bigriyo cha,negative
service time avoid garnu,negative
malai yo spare parts average lagyo,neutral
YO PLACE KO BAREMA WORTH IT,positive
ma yo bill bata kaam bhayo,neutral
tyre condition ko quality awesome cha,positive
yo spare parts dherai hawa lagyo,negative
overall experience naramo thiyo tara sifaris bhayo,positive
Brake condition friendly thiyo tara duplicate bhayo,negative
"yo mechanic dai ma lajawab cha, chor pani chha",neutral
yo thau affordable cha,positive
yo auto workshop ko quality sahi cha,positive
service time ma average experience bhayo,neutral
repair cost ma service bhayo,neutral
yo price lastai thikkai cha,neutral
yo workshop lastai rude cha,negative
maintenance service fraud bhaena,positive
mero bike condition use garda thikkai feel bhayo,neutral
engine condition ko quality waste cha,negative
service time professional chha tara poor cha,negative
yo price ma satisfied chaina,negative
engine repair santusta cha,positive
delivery time durable cha,positive
malai yo repair service average lagyo,neutral
"yo auto workshop sahayogi pani cha, expensive pani chha",neutral
ma waiting time bata ramro bhayo,positive
"battery service ramro pani cha, phutyo pani cha",neutral
Battery service ko quality helpful cha,positive
payment system dherai thik lagyo,neutral
Engine condition ma thikkai experience bhayo,neutral
"mero car condition ma khusi cha, dhokha pani cha",neutral
payment system ramrari bhaena,negative
ma yo servicing center bata kaam sakiyo,neutral
YO SPARE PARTS AVERAGE CHA,neutral
ma delivery time bata purano parts,negative
overall experience recommend cha tara thag cha,negative
billing system lastai excellent cha,positive
Yo auto workshop lastai thikai cha,neutral
delivery time bhorosa thiyo tara galti bhayo,negative
vehicle performance sahyog cha,positive
malai worker haru thikai lagyo,neutral
maintenance service chor thiyo tara great bhayo,positive
yo repair service bakbas cha tara cheap cha,positive
delivery time ekdam disappointed cha,negative
yo charge ekdam samanya cha,neutral
mero experience unprofessional thiyo tara nice bhayo,positive
yo servicing service bhayo,neutral
"tyre condition ma cheap cha, dhokha pani cha",neutral
replacement parts ko barema highly recommend,positive
yo bill good cha tara annoyed cha,negative
mero bike condition kaam bhayo,neutral
yo servicing center ma so so,neutral
car servicing ko quality bigreko cha,negative
vehicle performance awesome thiyo tara samasya bhayo,negative
yo spare parts pura phutyo chaina,positive
billing system ko barema chitta bujhyo,positive
"maintenance service professional pani cha, bigriyo pani cha",neutral
phone response duplicate thiyo tara imandar bhayo,positive
mero experience ma kaam sakiyo,neutral
yo workshop good bhaena,negative
malai complaint handling ok lagyo,neutral
vehicle performance ekdam dhilo cha,negative
overall experience ma service bhayo,neutral
bike servicing chor chha tara jabardast cha,positive
mero car condition thikai cha,neutral
repair time ekdam dami cha,positive
engine kaam service bhayo,neutral
maintenance service rude thiena,positive
yo spare parts ekdam sasto cha,positive
yo price service bhayo,neutral
"yo servicing nice pani cha, jhyau pani chha",neutral
yo mechanic dukha cha,negative
"yo mechanic ma badhiya cha, annoyed pani cha",neutral
mero bike condition raddi cha tara majja cha,positive
engine repair dhanyabad chaina,negative
delivery time lastai naraamro cha,negative
"service cost ma ramrari cha, fraud pani cha",neutral
yo auto workshop waste cha tara khusi cha,positive
bill amount smooth chaina,negative
phone response ko barema oil change,neutral
REPAIR COST REASONABLE CHA TARA ANGRY CHA,negative
engine condition perfect thiyo tara fake bhayo,negative
replacement parts ko barema thik jasto,neutral
malai engine condition overpriced lagyo,negative
customer service awful thiyo tara sundar bhayo,positive
yo mechanic shop ekdam raamro cha,positive
malai engine kaam mast lagyo,positive
yo auto workshop use garda frustrated feel bhayo,negative
Malai yo mechanic asal lagyo,positive
brake system cheap bhaena,negative
worker haru ekdam naramro cha,negative
overall experience ma kaam bhayo,neutral
parts replacement highly recommend,positive
customer service ma thik bhayo,positive
CAR SERVICING KO BAREMA VALUE FOR MONEY,positive
MALAI ENGINE REPAIR NARAMRO LAGYO,negative
vehicle performance ko barema feri aauchu,positive
maintenance service terrible bhaena,positive
Yo spare parts ko quality best cha,positive
engine kaam ok cha,neutral
tyre condition dherai thik lagyo,neutral
yo price pura smooth chaina,negative
yo place ma raddi experience bhayo,negative
yo servicing center pura late chaina,positive
yo mechanic shop worth it,positive
billing system ekdam average cha,neutral
yo technician ma jhur experience bhayo,negative
support team ko quality frustrated cha,negative
"support team ma nice cha, bekar pani cha",neutral
waiting time ma service bhayo,neutral
replacement parts lastai average cha,neutral
Malai yo price great lagena,negative
parts replacement so so,neutral
parts replacement dherai rude lagyo,negative
overall experience lastai normal cha,neutral
yo garage ma thik bhayo,positive
mero bike condition ko quality friendly cha,positive
yo mechanic ko quality samanya cha,neutral
parts replacement hawa cha tara honest cha,positive
mero bike condition service bhayo,neutral
yo repair service use garda naramro feel bhayo,negative
YO SERVICING MA ORIGINAL PARTS,positive
bike servicing ok cha,neutral
mero bike condition use garda terrible feel bhayo,negative
bike servicing use garda bigriyo feel bhayo,negative
parts replacement ko barema just okay,neutral
MAINTENANCE SERVICE LASTAI THAG CHA,negative
yo bill ko barema extra charge,negative
service cost mitho chaina,negative
yo spare parts ma awful experience bhayo,negative
support team pura ignored chaina,positive
phone response majja thiyo tara thagi bhayo,negative
replacement parts use garda thik feel bhayo,neutral
brake condition ma waste of money,negative
yo servicing pura overpriced chaina,positive
overall experience ekdam normal cha,neutral
"brake system ma satisfied cha, damage pani cha",neutral
mero bike condition ko barema oil change,neutral
mero bike condition ma scam experience bhayo,negative
repair cost pura jhanjhat chaina,positive
brake system jhyau cha,negative
Yo mechanic shop sifaris thiyo tara dhila bhayo,negative
service cost ma happy experience bhayo,positive
ma service cost bata no response,negative
car servicing dherai thikai lagyo,neutral
mero car condition ma value for money,positive
repair cost pura late chaina,positive
malai tyre condition bakbas lagena,positive
brake condition ko barema kaam sakiyo,neutral
overall experience use garda bad feel bhayo,negative
car servicing thikai chha,neutral
yo charge ma man paryo,positive
yo repair service bad thiena,positive
yo thau lastai average cha,neutral
billing system ekdam pathetic cha,negative
"yo charge bhorosa pani cha, pathetic pani cha",neutral
bike servicing dherai good lagyo,positive
malai replacement parts fast lagyo,positive
replacement parts ko quality sahayogi cha,positive
support team recommend cha tara awful cha,negative
malai yo technician ramrari lagyo,positive
SERVICE TIME WORTH IT,positive
ma mero bike condition bata ramro bhayo,positive
payment system ma naraamro experience bhayo,negative
brake system ma smooth cha,positive
"yo mechanic dai ma babbal cha, jhyau pani cha",neutral
Yo garage chitta bujhena,negative
worker haru ko quality delay cha,negative
ENGINE KAAM THIKKAI CHA,neutral
engine repair chitta bujhena,negative
repair time affordable thiyo tara worst bhayo,negative
yo servicing center ko quality thikai cha,neutral
waiting time lastai khera cha,negative
yo mechanic dai ko barema ramro bhayo,positive
ma engine condition bata kaam bhayo,neutral
brake condition okay cha,neutral
yo price use garda average feel bhayo,neutral
malai tyre condition good lagyo,positive
"MAINTENANCE SERVICE RAMARO PANI CHA, RADDI PANI CHHA",neutral
yo technician dherai chor lagyo,negative
yo thau dherai imandar lagyo,positive
engine kaam ma normal experience bhayo,neutral
replacement parts thikai cha,neutral
"yo charge babbal pani cha, fraud pani cha",neutral
malai phone response fast lagena,negative
"Yo workshop ma quick cha, jhyau pani cha",neutral
support team ma late experience bhayo,negative
STAFF HARU LASTAI OK CHHA,neutral
"bike servicing ma fast cha, slow pani cha",neutral
staff haru use garda fake feel bhayo,negative
replacement parts ma oil change,neutral
DELIVERY TIME USE GARDA THIK FEEL BHAYO,neutral
payment system ma average experience bhayo,neutral
yo mechanic shop ko barema service bhayo,neutral
Brake system careless chaina,positive
yo spare parts duplicate parts,negative
yo price dhila thiyo tara sahayogi bhayo,positive
mero car condition ok cha,neutral
service time lastai thik cha,neutral
complaint handling bigreko cha tara satisfied cha,positive
service time ma bhorosilo experience bhayo,positive
yo workshop ekdam majja cha,positive
complaint handling jhur bhaena,positive
YO TECHNICIAN MA PAISA KHERA,negative
yo servicing center engine check,neutral
ma yo mechanic bata fake parts,negative
battery service ko quality kharab cha,negative
service time ghatiya thiyo tara majja bhayo,positive
